,zip_code,region,province,latitude,longitude
601,6140,Wallonia,Hainaut,50.41182674482759,4.319806613793103
602,6141,Wallonia,Hainaut,50.4342625875,4.3239109375
603,6142,Wallonia,Hainaut,50.39747775,4.33090035
604,6150,Wallonia,Hainaut,50.40510467297297,4.268714940540541
605,6180,Wallonia,Hainaut,50.45180648857143,4.383530272857143
606,6181,Wallonia,Hainaut,50.49359956,4.330426040000001
607,6182,Wallonia,Hainaut,50.447905371428575,4.351654971428571
608,6183,Wallonia,Hainaut,50.46430099,4.333255905
609,6200,Wallonia,Hainaut,50.40868023088235,4.520029707352941
610,6210,Wallonia,Hainaut,50.53871201111111,4.449118574074074
611,6211,Wallonia,Hainaut,50.50486375,4.4724546
612,6220,Wallonia,Hainaut,50.478863960385866,4.544383232500404
613,6221,Wallonia,Hainaut,50.5145963,4.5449533
614,6222,Wallonia,Hainaut,50.487036957142855,4.575754385714285
615,6223,Wallonia,Hainaut,50.5158688,4.5428983
616,6224,Wallonia,Hainaut,50.46861433030303,4.583511309090909
617,6230,Wallonia,Hainaut,50.50464404545455,4.380539220454545
618,6238,Wallonia,Hainaut,50.5091626375,4.4049140625
619,6240,Wallonia,Hainaut,50.430061131034485,4.539785262068966
620,6250,Wallonia,Hainaut,50.40789142222223,4.582578981481482
621,6280,Wallonia,Hainaut,50.34585156666667,4.516034923809523
622,6440,Wallonia,Hainaut,50.171132883333335,4.325750383333333
623,6441,Wallonia,Hainaut,50.1922278,4.3528114
624,6460,Wallonia,Hainaut,50.048835572,4.298891891999999
625,6461,Wallonia,Hainaut,50.0626701,4.3358093
626,6464,Wallonia,Hainaut,50.01650593333333,4.3644116777777775
627,6470,Wallonia,Hainaut,50.16020469285714,4.210165578571429
628,6500,Wallonia,Hainaut,50.2413991,4.249661766666667
629,6511,Wallonia,Hainaut,50.26869216666668,4.2994268
630,6530,Wallonia,Hainaut,50.343150884,4.29244324
631,6531,Wallonia,Hainaut,,
632,6532,Wallonia,Hainaut,50.3082898,4.2750621
633,6533,Wallonia,Hainaut,50.32562425,4.2559337
634,6534,Wallonia,Hainaut,50.342167088888885,4.349981377777778
635,6536,Wallonia,Hainaut,50.2895208,4.3426573
636,6540,Wallonia,Hainaut,50.35872215,4.272006525
637,6542,Wallonia,Hainaut,,
638,6560,Wallonia,Hainaut,50.304368732142855,4.130660378571428
639,6567,Wallonia,Hainaut,50.32828370555556,4.179030927777777
640,6590,Wallonia,Hainaut,50.02664164166666,4.16628185
641,6591,Wallonia,Hainaut,50.05059846666666,4.2093299
642,6593,Wallonia,Hainaut,49.97217938,4.18958126
643,6594,Wallonia,Hainaut,49.9895834,4.1622255
